Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR
EMP0006233,April Smith,IT,Software Engineer,14-07-2013,"Lake Wyatt, Vietnam",1,12,Active,Remote,917221
EMP0006234,Elizabeth Schmitt,Marketing,Marketing Executive,21-11-2015,"East Carlhaven, Belgium",1,9,Active,On-site,795716
EMP0006235,Christina Ramirez,Sales,Sales Executive,10-01-2017,"Port Melissamouth, Monaco",1,8,Active,Remote,565685
EMP0006236,Meredith Marks,IT,Software Engineer,30-11-2020,"Kellyside, Austria",1,4,Active,Remote,676529
EMP0006237,Brad Brooks,IT,Software Engineer,18-09-2016,"Leahland, Nicaragua",4,8,Active,On-site,1469387
EMP0006238,Erin Ortega,Finance,Accountant,19-07-2022,"West Megan, Pitcairn Islands",2,3,Active,Remote,506107
EMP0006239,Amy Patel,IT,Software Engineer,28-03-2018,"Rodriguezfort, Chad",2,7,Active,On-site,1416732
EMP0006240,Jennifer Vasquez,IT,IT Manager,16-09-2017,"West Levimouth, Senegal",1,7,Resigned,On-site,1788615
EMP0006241,Eddie Howard,Finance,Financial Analyst,03-03-2025,"East Emily, Antarctica (the territory South of 60 deg S)",2,0,Active,On-site,708322
EMP0006242,Alicia Bradford,Sales,Sales Executive,17-09-2021,"Lisachester, Taiwan",3,3,Active,On-site,523414
EMP0006243,Jodi Everett,Operations,Operations Executive,04-10-2017,"New Tonyton, Saudi Arabia",4,7,Active,Remote,1143932
EMP0006244,Richard Weaver,R&D,Lab Technician,04-12-2015,"Port Williamside, Tunisia",1,9,Active,On-site,632274
EMP0006245,Patrick Kelley,R&D,Product Developer,10-03-2024,"West Miguelburgh, Cambodia",3,1,Resigned,On-site,636515
EMP0006246,Joseph Gillespie,Operations,Logistics Coordinator,16-06-2025,"Danaborough, Guam",5,0,Active,On-site,463846
EMP0006247,Shannon Rogers,IT,Data Analyst,20-05-2024,"Jenniferfurt, Nauru",4,1,Active,Remote,771784
EMP0006248,Melissa Nelson,IT,DevOps Engineer,23-06-2020,"Blackborough, United States Virgin Islands",1,5,Active,On-site,645561
EMP0006249,Lisa Scott,Sales,Sales Executive,19-08-2015,"Lake Victoria, United States Virgin Islands",3,9,Resigned,On-site,473803
EMP0006250,Danny Ellis,Finance,Finance Manager,29-08-2023,"Kellyside, Turkey",4,1,Resigned,Remote,1387385
EMP0006251,Ryan Turner,IT,Software Engineer,07-02-2018,"Travisstad, Australia",2,7,Active,On-site,1211611
EMP0006252,Garrett Flores,IT,Software Engineer,14-12-2023,"Tylerberg, Andorra",3,1,Resigned,On-site,1748253
EMP0006253,Kathy Clements,Sales,Sales Executive,05-09-2014,"Changland, Serbia",1,10,Active,On-site,766497
EMP0006254,James Chapman,Operations,Operations Executive,13-05-2016,"Johnsonfurt, Guinea-Bissau",3,9,Active,On-site,808857
EMP0006255,John Williams,Sales,Sales Executive,14-01-2023,"Jamietown, Togo",5,2,Active,Remote,897410
EMP0006256,Amber Anderson,IT,Data Analyst,16-06-2013,"Douglasmouth, Guatemala",2,12,Retired,On-site,876026
EMP0006257,Robert Phillips,IT,IT Manager,26-05-2025,"West Barry, Uganda",1,0,Terminated,On-site,2816261
EMP0006258,Mrs. Alexis Sherman,Operations,Supply Chain Manager,15-06-2021,"North Stephanie, Luxembourg",3,4,Active,On-site,642890
EMP0006259,James Hughes,Sales,Sales Executive,19-01-2022,"Averychester, Mauritania",4,3,Active,On-site,404439
EMP0006260,Mike George,Operations,Supply Chain Manager,11-09-2010,"Jackside, Anguilla",3,14,Retired,On-site,650720
EMP0006261,Elizabeth Gonzalez,Sales,Account Manager,21-09-2018,"West Lisaton, Burkina Faso",2,6,Resigned,On-site,904363
EMP0006262,Michelle Turner,HR,Talent Acquisition Specialist,23-01-2018,"Kochhaven, China",4,7,Resigned,Remote,778595
EMP0006263,Savannah Hurst DDS,Operations,Operations Director,29-10-2017,"Wilcoxton, Wallis and Futuna",2,7,Active,On-site,579411
EMP0006264,Ashley Lee,Sales,Business Development Manager,02-11-2024,"Kaylashire, Equatorial Guinea",2,0,Resigned,On-site,834365
EMP0006265,Kelly Garcia,IT,Software Engineer,05-09-2010,"South Erica, Turkey",5,14,Active,Remote,609412
EMP0006266,Heather Gill,Finance,Accountant,13-08-2012,"Lake Isaiah, Nepal",2,13,Active,On-site,417722
EMP0006267,Edward Hall,IT,Software Engineer,27-11-2016,"Laurashire, South Africa",2,8,Active,Remote,816700
EMP0006268,James Jones,HR,HR Manager,29-07-2020,"South Johnshire, Latvia",2,5,Active,Remote,1651480
EMP0006269,Valerie Wright,Operations,Operations Executive,08-02-2024,"Ibarraberg, Slovakia (Slovak Republic)",3,1,Active,Remote,728618
EMP0006270,David Williams,IT,CTO,13-04-2021,"Ericafort, Jordan",2,4,Active,On-site,455390
EMP0006271,Jodi Jones,Marketing,Marketing Executive,02-08-2017,"Lake Robynmouth, New Zealand",4,8,Active,On-site,922098
EMP0006272,Francisco Carroll,IT,DevOps Engineer,01-09-2013,"Port Walterland, Kiribati",4,11,Active,Remote,526792
EMP0006273,Alison Trujillo,IT,Software Engineer,02-04-2011,"South Feliciaborough, Brunei Darussalam",2,14,Resigned,Remote,785208
EMP0006274,Matthew Brewer,Marketing,Marketing Executive,04-03-2019,"Aarontown, Guernsey",1,6,Resigned,On-site,405732
EMP0006275,Christine Gibson,Finance,Finance Manager,17-10-2016,"Phelpsbury, Korea",3,8,Active,Remote,1633871
EMP0006276,Gerald Stewart,IT,CTO,31-10-2016,"North Julie, Costa Rica",4,8,Active,Remote,593690
EMP0006277,Kylie Harrington,Operations,Logistics Coordinator,04-12-2015,"Flynntown, Antigua and Barbuda",1,9,Resigned,On-site,837557
EMP0006278,Michael Hernandez,Finance,Accountant,23-08-2020,"East Caitlinmouth, Estonia",1,4,Active,On-site,881385
EMP0006279,Chad Elliott,IT,Software Engineer,23-09-2016,"Popeland, Faroe Islands",5,8,Resigned,Remote,1670111
EMP0006280,Carl Spencer,Finance,Financial Analyst,30-08-2016,"Jennifermouth, Jersey",4,8,Active,Remote,611266
EMP0006281,Craig Foster,Operations,Operations Executive,22-04-2019,"Cynthiachester, Pitcairn Islands",5,6,Active,Remote,428960
EMP0006282,Curtis Marks,Sales,Sales Executive,11-11-2019,"Port Laura, Samoa",1,5,Active,On-site,630731
EMP0006283,Jacqueline Knox,IT,DevOps Engineer,19-12-2015,"East Ronaldport, Malta",1,9,Active,On-site,898299
EMP0006284,Meghan Chase,HR,HR Executive,30-06-2019,"Thompsonstad, Ghana",3,6,Active,Remote,520496
EMP0006285,Alexis Cox,IT,Data Analyst,27-07-2022,"Patelshire, Ireland",2,3,Active,On-site,737178
EMP0006286,James Montgomery,Marketing,Brand Manager,12-03-2015,"East Kevin, Bosnia and Herzegovina",2,10,Active,On-site,1140856
EMP0006287,Antonio Wood,IT,Software Engineer,19-02-2016,"North Allison, British Indian Ocean Territory (Chagos Archipelago)",2,9,Active,Remote,1235254
EMP0006288,William Wolfe,Marketing,SEO Specialist,24-01-2018,"Dianafurt, Falkland Islands (Malvinas)",5,7,Active,Remote,944851
EMP0006289,Shelby Baker,R&D,Research Scientist,18-12-2024,"Marybury, Reunion",1,0,Retired,On-site,814790
EMP0006290,Daniel Chen,IT,Data Analyst,17-01-2022,"Port Brandon, Yemen",2,3,Resigned,On-site,1033153
EMP0006291,Blake Martin,Operations,Logistics Coordinator,11-12-2018,"Tylerchester, Greenland",4,6,Active,On-site,689179
EMP0006292,Travis Wright,R&D,Innovation Manager,11-12-2012,"Stevensport, Isle of Man",2,12,Active,Remote,525275
EMP0006293,Janice Davila DDS,Operations,Logistics Coordinator,08-09-2015,"South Angela, Saint Barthelemy",2,9,Active,Remote,718422
EMP0006294,Vanessa Ballard,Sales,Sales Executive,01-09-2024,"Crystalhaven, Congo",4,0,Active,Remote,536769
EMP0006295,Yvonne Thomas,Sales,Business Development Manager,09-10-2022,"South Rebecca, Singapore",4,2,Resigned,Remote,1188411
EMP0006296,Heidi Walker,Operations,Operations Executive,23-04-2016,"South Michael, Afghanistan",1,9,Resigned,Remote,509489
EMP0006297,Janice Carpenter,IT,Software Engineer,28-07-2021,"North Ronald, Austria",1,4,Active,Remote,1069018
EMP0006298,Dustin Brooks,R&D,Research Scientist,02-08-2025,"Brownview, Puerto Rico",5,0,Active,On-site,420081
EMP0006299,Edwin Garcia,Sales,Account Manager,08-09-2024,"Simonburgh, Sierra Leone",4,0,Active,Remote,740003
EMP0006300,Dr. Elizabeth Brewer,Sales,Sales Executive,29-07-2017,"North Kimberlyberg, Lao People's Democratic Republic",5,8,Terminated,On-site,717477
EMP0006301,Erika Fuller,IT,Software Engineer,14-09-2019,"West Brian, Paraguay",1,5,Active,On-site,1725101
EMP0006302,Robin Sanders,HR,HR Executive,28-02-2023,"Lynnville, Myanmar",1,2,Active,On-site,494765
EMP0006303,Connie Mathews,Finance,Accountant,15-03-2025,"Lake Kelly, Georgia",2,0,Active,On-site,824448
EMP0006304,Steven Stephens,IT,IT Manager,22-05-2018,"New Tammie, Honduras",5,7,Resigned,Remote,1416854
EMP0006305,Cody Gonzalez,IT,IT Manager,15-01-2023,"Staceybury, Indonesia",2,2,Active,Remote,2745930
EMP0006306,Kyle Lucero,IT,CTO,14-09-2017,"Tapialand, Mongolia",4,7,Active,Remote,957892
EMP0006307,Christopher Johnson,Operations,Supply Chain Manager,23-11-2017,"Port Williamberg, Mexico",1,7,Active,On-site,487924
EMP0006308,Valerie Young,Sales,Business Development Manager,20-06-2019,"East Cindymouth, Chad",3,6,Resigned,On-site,1041485
EMP0006309,Michael Ford,Finance,Accountant,11-12-2023,"Port Sarahshire, Falkland Islands (Malvinas)",3,1,Active,Remote,830496
EMP0006310,Stephanie Higgins,Finance,CFO,09-11-2015,"East Mark, Singapore",2,9,Resigned,Remote,923820
EMP0006311,Michael Delacruz,Finance,Accountant,21-08-2023,"Port Crystalville, Madagascar",1,1,Retired,Remote,659810
EMP0006312,Shannon Scott,Marketing,Marketing Executive,13-02-2020,"Lopezfort, France",1,5,Active,Remote,483842
EMP0006313,Michael Brown,Marketing,SEO Specialist,16-04-2023,"Haynesside, Poland",4,2,Active,On-site,467744
EMP0006314,Carrie Shields,Marketing,Marketing Executive,15-08-2020,"West Stephanie, Papua New Guinea",2,5,Active,Remote,495126
EMP0006315,Stacie Dudley,Finance,Financial Analyst,29-08-2023,"East Steve, Burundi",3,1,Retired,On-site,667305
EMP0006316,Kelsey Hernandez,IT,DevOps Engineer,09-06-2017,"Brightville, Croatia",1,8,Resigned,On-site,523576
EMP0006317,Joseph Smith,Finance,Accountant,31-07-2016,"Wendyland, Malta",4,9,Active,On-site,531016
EMP0006318,Leslie Wood,Finance,Accountant,09-10-2016,"Port Elizabeth, Fiji",5,8,Resigned,On-site,847577
EMP0006319,Brandon Davenport,R&D,Product Developer,12-01-2020,"Davidshire, Cote d'Ivoire",3,5,Resigned,Remote,737187
EMP0006320,Ms. Kiara Sullivan,IT,Software Engineer,04-11-2020,"West Gabriellemouth, Colombia",5,4,Active,On-site,791016
EMP0006321,Kimberly Dunn,HR,Talent Acquisition Specialist,27-01-2025,"Jasonfurt, Saudi Arabia",3,0,Active,On-site,705744
EMP0006322,Andrew King,Finance,Accountant,19-11-2016,"Banksmouth, Liechtenstein",1,8,Resigned,On-site,744929
EMP0006323,Jessica Small,Marketing,SEO Specialist,08-07-2025,"East Randall, Sri Lanka",2,0,Active,On-site,579034
EMP0006324,John Olson,Sales,Sales Executive,01-09-2017,"Christopherland, Papua New Guinea",4,7,Active,On-site,735165
EMP0006325,Steven Summers,IT,DevOps Engineer,25-04-2016,"North Christian, United Kingdom",3,9,Active,Remote,739736
EMP0006326,Robert Sexton,IT,CTO,14-07-2017,"Loristad, Latvia",3,8,Active,Remote,500032
EMP0006327,Paul Johnston,Marketing,Marketing Executive,03-04-2018,"Wellsville, New Caledonia",4,7,Active,Remote,400385
EMP0006328,Chelsea Hansen,Sales,Business Development Manager,18-03-2011,"Theresabury, Cook Islands",5,14,Resigned,Remote,1462568
EMP0006329,Benjamin Johnston,IT,CTO,28-01-2025,"Luisside, Western Sahara",1,0,Active,Remote,1072170
EMP0006330,Alexis Dixon,Sales,Sales Executive,27-04-2020,"Smithview, Armenia",4,5,Active,On-site,495846
EMP0006331,Eric Parker,IT,Software Engineer,13-12-2019,"Garciaborough, Saint Barthelemy",4,5,Resigned,On-site,1161850
EMP0006332,Deborah Douglas,Finance,CFO,24-08-2016,"Rayshire, Philippines",4,8,Resigned,On-site,775635
EMP0006333,Barbara Smith,Marketing,Marketing Executive,23-01-2023,"North Normashire, Sweden",2,2,Active,On-site,545898
EMP0006334,Allison Sandoval,Finance,Accountant,02-10-2020,"Lake Michaelhaven, Mozambique",5,4,Retired,On-site,531480
EMP0006335,Javier Warner,Finance,Accountant,08-03-2019,"Angelastad, South Georgia and the South Sandwich Islands",1,6,Active,Remote,854962
EMP0006336,Brenda Franklin,Marketing,Content Strategist,26-10-2016,"Hubbardside, Saint Helena",2,8,Active,On-site,665393
EMP0006337,Catherine Lewis,Sales,Sales Executive,27-06-2020,"Donaldshire, Croatia",5,5,Resigned,On-site,783623
EMP0006338,Taylor Young,Sales,Account Manager,13-02-2020,"Jaybury, Christmas Island",2,5,Active,Remote,1082635
EMP0006339,Michael Monroe,IT,Software Engineer,02-08-2025,"Joseview, Ireland",1,0,Retired,Remote,1350262
EMP0006340,Jessica Johnson,Finance,Financial Analyst,09-06-2017,"East Dorothyberg, Gambia",3,8,Active,Remote,826853
EMP0006341,Kayla Johnson,IT,CTO,27-08-2021,"West Stephen, Lesotho",1,3,Active,On-site,1023180
EMP0006342,Ernest Porter,Sales,Account Manager,04-01-2020,"South Felicia, Jersey",1,5,Active,On-site,1108445
EMP0006343,Patricia Chambers,HR,HR Executive,31-05-2018,"Youngfort, Bermuda",5,7,Active,On-site,692620
EMP0006344,Mary Hernandez,HR,HR Executive,17-05-2017,"Pambury, Tokelau",3,8,Resigned,On-site,656837
EMP0006345,Laura Rivera,Operations,Operations Executive,02-11-2024,"Parkland, Cyprus",4,0,Active,On-site,516501
EMP0006346,Samantha Smith,Operations,Logistics Coordinator,28-04-2016,"Castillotown, Papua New Guinea",3,9,Active,Remote,859600
EMP0006347,Pamela Austin,IT,IT Manager,02-03-2024,"Edwardsshire, Ukraine",3,1,Active,Remote,2014394
EMP0006348,Brianna Whitney,IT,Software Engineer,12-06-2018,"East Anthonychester, Falkland Islands (Malvinas)",2,7,Resigned,On-site,782463
EMP0006349,Robert Johnson,Sales,Sales Executive,18-05-2022,"Reynoldsberg, Kiribati",4,3,Active,On-site,783126
EMP0006350,Laura Parker,Sales,Sales Executive,04-03-2025,"Jeffreymouth, Switzerland",2,0,Retired,On-site,691554
EMP0006351,Jenna Johnson,Operations,Operations Executive,05-05-2022,"Lake Kurt, Bhutan",2,3,Active,On-site,877127
EMP0006352,Tracy Dennis,IT,Software Engineer,04-12-2024,"Ryanland, Spain",4,0,Active,On-site,1124972
EMP0006353,Heather West,IT,Data Analyst,03-03-2022,"North Markchester, Armenia",5,3,Active,On-site,914176
EMP0006354,Leslie Jimenez,Sales,Sales Executive,29-02-2020,"South Stacyview, Afghanistan",1,5,Active,On-site,485421
EMP0006355,Hannah Carlson,IT,Data Analyst,12-05-2012,"Gloriaborough, Albania",3,13,Active,Remote,550091
EMP0006356,Terri Romero,Operations,Operations Executive,30-03-2024,"Georgemouth, Somalia",1,1,Active,Remote,484909
EMP0006357,Gary Valdez,Marketing,Marketing Executive,05-12-2019,"Andersonside, Antigua and Barbuda",4,5,Active,On-site,1157080
EMP0006358,Sean Mckenzie,IT,Software Engineer,10-07-2020,"Port Tamaramouth, Iran",5,5,Resigned,On-site,919249
EMP0006359,Jacqueline Brock,HR,HR Executive,24-05-2023,"North Jenniferville, Fiji",2,2,Active,Remote,718981
EMP0006360,Jessica Ayala,Operations,Supply Chain Manager,24-04-2020,"Whiteberg, Austria",3,5,Active,On-site,943456
EMP0006361,William Moreno,R&D,Research Scientist,21-11-2019,"North Stevenborough, Madagascar",2,5,Active,On-site,1097593
EMP0006362,Mark Anderson,IT,Software Engineer,16-09-2018,"Jessicaborough, Tunisia",2,6,Active,On-site,995972
EMP0006363,Douglas Nguyen,Operations,Operations Executive,06-11-2021,"New Danielside, Mongolia",4,3,Active,On-site,528000
EMP0006364,Tracey Richardson,HR,Talent Acquisition Specialist,29-03-2011,"Lake Hollyborough, Portugal",1,14,Active,On-site,840258
EMP0006365,Joanna Collins,IT,DevOps Engineer,06-10-2022,"Courtneyborough, Trinidad and Tobago",1,2,Resigned,Remote,880601
EMP0006366,Aimee Gray,IT,DevOps Engineer,09-08-2022,"Jacquelinefurt, Marshall Islands",4,3,Terminated,On-site,1043432
EMP0006367,Jesse Hernandez,HR,HR Executive,10-01-2019,"East Steve, Cameroon",1,6,Active,On-site,503560
EMP0006368,Shannon Roberts,HR,HR Executive,08-03-2018,"Lake Michelleland, Finland",2,7,Active,On-site,624896
EMP0006369,Christian Hill,IT,Software Engineer,13-11-2024,"North Ashleyberg, Jamaica",3,0,Active,Remote,947140
EMP0006370,Eric Mejia,IT,IT Manager,02-06-2019,"South Melissa, Japan",1,6,Active,On-site,1739466
EMP0006371,Robert Hicks,Sales,Sales Executive,24-05-2021,"Smallmouth, Paraguay",5,4,Active,Remote,728921
EMP0006372,Kyle Camacho,Sales,Sales Executive,17-02-2019,"Lake Shannonmouth, Syrian Arab Republic",4,6,Active,Remote,830695
EMP0006373,Caleb Meyers,Sales,Sales Executive,14-03-2018,"New Karenbury, Mozambique",3,7,Active,On-site,523677
EMP0006374,Denise Guzman,Sales,Account Manager,22-01-2020,"Rodriguezton, Switzerland",1,5,Active,On-site,707395
EMP0006375,Brenda Jones,Operations,Supply Chain Manager,16-05-2017,"New William, Egypt",1,8,Active,On-site,1063399
EMP0006376,Jason Miller,Operations,Operations Executive,15-03-2021,"Carlastad, Saudi Arabia",3,4,Active,Remote,762895
EMP0006377,Michael Rowe,Sales,Account Manager,14-03-2025,"Turnerhaven, Reunion",5,0,Resigned,On-site,411919
EMP0006378,Aaron Higgins,Finance,Accountant,26-05-2023,"Lopezmouth, Afghanistan",3,2,Active,Remote,613026
EMP0006379,Greg Gonzalez,Sales,Account Manager,25-03-2018,"Campbellside, Mongolia",3,7,Active,On-site,991079
EMP0006380,Jennifer Stewart,Sales,Sales Executive,19-10-2023,"Reginaburgh, Mali",5,1,Resigned,Remote,646021
EMP0006381,Jeff Jenkins,Operations,Operations Executive,28-11-2022,"Robertland, Argentina",2,2,Active,Remote,1184966
EMP0006382,Jesse Stanton,HR,HR Executive,17-12-2020,"Lake William, Mexico",4,4,Active,Remote,761783
EMP0006383,Karen Burton,Sales,Sales Executive,11-05-2019,"Leechester, Somalia",3,6,Resigned,On-site,617367
EMP0006384,Summer Smith,IT,Software Engineer,29-11-2019,"Michaelmouth, Slovakia (Slovak Republic)",4,5,Active,On-site,1305799
EMP0006385,Monique Hensley,Marketing,Marketing Executive,17-11-2015,"Daviston, Lao People's Democratic Republic",2,9,Active,On-site,419778
EMP0006386,Angela Frye,HR,HR Manager,19-11-2019,"South Daniel, Guatemala",2,5,Active,On-site,1663022
EMP0006387,Cheryl Mendoza,Sales,Sales Executive,26-04-2020,"Port Cindy, Eritrea",2,5,Active,Remote,416620
EMP0006388,Devin Mcdaniel,Operations,Operations Executive,02-10-2017,"West Ashleyland, Saint Barthelemy",2,7,Active,On-site,585983
EMP0006389,Casey Hansen,IT,Software Engineer,14-06-2021,"Lake Joseph, Uzbekistan",3,4,Resigned,On-site,941587
EMP0006390,David Jackson,IT,Data Analyst,20-08-2014,"Port Bonnie, Cuba",3,10,Resigned,Remote,763577
EMP0006391,Richard Griffin,Operations,Operations Executive,23-04-2025,"Currymouth, Jordan",5,0,Active,On-site,574155
EMP0006392,Kevin Hansen,Marketing,SEO Specialist,13-06-2011,"Smithburgh, Dominica",2,14,Active,Remote,618319
EMP0006393,Maureen Lynch,Marketing,Marketing Executive,22-03-2025,"Jenniferchester, Saint Helena",5,0,Active,Remote,738529
EMP0006394,Michael Hoffman,Finance,Financial Analyst,27-08-2014,"New Mitchell, Samoa",4,10,Active,On-site,620169
EMP0006395,Jacob Coleman,IT,Software Engineer,03-11-2010,"Schneiderside, Greece",1,14,Active,On-site,849228
EMP0006396,Christopher Howell,R&D,Research Scientist,03-01-2023,"Lyonsview, Malta",2,2,Active,On-site,681638
EMP0006397,Samantha Castillo,IT,Data Analyst,10-05-2023,"Mckinneyville, Portugal",5,2,Active,Remote,676244
EMP0006398,Raymond Lewis,Sales,Sales Executive,25-10-2016,"Karashire, Sudan",3,8,Active,Remote,441749
EMP0006399,Michael Williams,IT,DevOps Engineer,12-09-2013,"Michaelfurt, Albania",2,11,Active,Remote,1043036
EMP0006400,Cody Clark,Marketing,SEO Specialist,19-10-2018,"New Heather, Reunion",5,6,Active,Remote,946545
EMP0006401,John Norman,Operations,Supply Chain Manager,19-03-2021,"Lake Alantown, Mayotte",4,4,Active,On-site,685850
EMP0006402,Michael Bell,Operations,Operations Executive,22-09-2018,"New Melanieside, South Georgia and the South Sandwich Islands",5,6,Active,On-site,430952
EMP0006403,Phyllis Lee,Marketing,Marketing Executive,06-09-2015,"East Pamelaton, Marshall Islands",5,9,Active,On-site,433163
EMP0006404,Arthur Peterson,HR,HR Executive,22-12-2019,"Port Janet, Bahrain",4,5,Active,Remote,445318
EMP0006405,Leslie Young,R&D,Research Scientist,12-10-2017,"East Jonathan, Cook Islands",3,7,Active,On-site,1052473
EMP0006406,Brooke Howell,R&D,Research Scientist,19-05-2019,"South Traciburgh, Argentina",3,6,Active,On-site,487316
EMP0006407,James Morgan,IT,Software Engineer,19-02-2023,"Lake Rachelfort, Ghana",2,2,Retired,Remote,1496531
EMP0006408,Mr. Robert Dunn,Finance,Accountant,07-02-2011,"Mitchellmouth, Sudan",5,14,Active,On-site,759447
EMP0006409,Carl Ochoa,HR,HR Manager,08-07-2015,"Port Sherritown, Belarus",2,10,Resigned,On-site,1556168
EMP0006410,Anthony Stokes,Operations,Logistics Coordinator,27-07-2023,"New Katherine, North Macedonia",2,2,Active,On-site,700862
EMP0006411,Toni Thornton,Marketing,SEO Specialist,27-10-2016,"East Tracyshire, Canada",5,8,Resigned,On-site,777709
EMP0006412,Terri Rivas,Sales,Business Development Manager,11-07-2016,"Edwardport, Kazakhstan",5,9,Active,On-site,1161101
EMP0006413,Jennifer Ali,Finance,Accountant,01-10-2022,"Malloryborough, Barbados",2,2,Active,On-site,730992
EMP0006414,Carmen Smith,Sales,Account Manager,26-02-2018,"North Jessica, Chad",3,7,Active,Remote,568446
EMP0006415,Terri Stevenson,Sales,Sales Executive,13-04-2024,"Raymondburgh, Belarus",2,1,Active,Remote,782874
EMP0006416,Dennis Tran,Finance,Accountant,11-08-2014,"New George, Mauritius",1,11,Active,Remote,886414
EMP0006417,Tina Valencia,R&D,Research Scientist,16-09-2011,"Jonesfort, Saint Kitts and Nevis",2,13,Terminated,Remote,595045
EMP0006418,Shelby Perry,Operations,Operations Executive,03-11-2021,"Lake Normaville, Costa Rica",1,3,Active,On-site,622375
EMP0006419,Anne Perry,IT,Data Analyst,22-04-2022,"Denisebury, Nigeria",2,3,Active,Remote,495409
EMP0006420,Dana Olson,IT,CTO,01-08-2021,"New Kellyshire, Botswana",5,4,Active,Remote,928978
EMP0006421,Laura Franklin,R&D,Product Developer,07-05-2020,"West Elizabeth, Malawi",3,5,Active,On-site,594734
EMP0006422,Eddie Rivera MD,Finance,Accountant,19-11-2011,"Lake Meganborough, Paraguay",2,13,Resigned,Remote,836867
EMP0006423,John Fisher,Operations,Operations Executive,21-10-2017,"Guzmanborough, Sierra Leone",4,7,Active,On-site,407354
EMP0006424,Troy Sawyer,Finance,Finance Manager,01-03-2025,"Port Alexismouth, Argentina",3,0,Active,Remote,1742417
EMP0006425,Amanda Johnson,Operations,Supply Chain Manager,24-09-2015,"East Leslieshire, Iraq",1,9,Active,On-site,886217
EMP0006426,Jamie Taylor,Finance,Finance Manager,05-04-2019,"Lake Jared, Pitcairn Islands",1,6,Active,Remote,1970697
EMP0006427,Melissa Barry,Marketing,SEO Specialist,25-10-2022,"Lake Josephbury, Chile",4,2,Active,On-site,943568
EMP0006428,Chad Mason,Finance,Finance Manager,05-09-2023,"South Kathleen, Ukraine",1,1,Retired,On-site,1538481
EMP0006429,Kelly Christensen,IT,CTO,12-10-2022,"Taylorshire, Algeria",5,2,Active,Remote,903948
EMP0006430,Candace Robinson,Marketing,SEO Specialist,16-09-2019,"Jennifermouth, Somalia",1,5,Active,Remote,809237
EMP0006431,Kyle Parrish,HR,HR Executive,01-07-2022,"North Ian, Saint Lucia",3,3,Active,On-site,732392
EMP0006432,Charles Hubbard DDS,Operations,Operations Executive,15-08-2016,"Smithchester, France",3,9,Resigned,On-site,461174
EMP0006433,Jessica Patterson,Sales,Sales Executive,08-08-2022,"Port Briana, Cape Verde",1,3,Active,Remote,736599
EMP0006434,Nathaniel Alexander,HR,Talent Acquisition Specialist,04-07-2018,"East Amy, Benin",1,7,Active,On-site,466989
EMP0006435,Mary Hardin,HR,Talent Acquisition Specialist,18-09-2012,"Kaneland, Dominica",1,12,Active,On-site,740881
EMP0006436,Cynthia Taylor DVM,IT,IT Manager,27-07-2022,"West Jeffrey, Mauritius",1,3,Resigned,On-site,2567909
EMP0006437,Kyle Jones,HR,HR Manager,19-06-2022,"Port Renee, Senegal",1,3,Resigned,Remote,1086634
EMP0006438,Kevin White,IT,Software Engineer,26-12-2019,"South Joseph, New Caledonia",1,5,Active,Remote,1523428
EMP0006439,Rebecca Romero,Finance,Accountant,22-12-2015,"North Jillian, Kyrgyz Republic",1,9,Active,Remote,436231
EMP0006440,Mark Wade,Sales,Business Development Manager,21-01-2018,"South Michaelshire, Kuwait",3,7,Active,Remote,1612909
EMP0006441,Kevin Scott,Finance,Financial Analyst,10-10-2023,"North Johnview, New Zealand",1,1,Active,On-site,701462
EMP0006442,Erica Rice,Marketing,Marketing Executive,28-08-2020,"South Patrick, Malaysia",5,4,Resigned,On-site,593375
EMP0006443,Daniel Gordon,Marketing,Marketing Executive,27-12-2022,"Williamsborough, Uganda",3,2,Resigned,On-site,723866
EMP0006444,Anthony Davenport,Sales,Account Manager,16-10-2018,"South Richardview, Bermuda",3,6,Active,On-site,1154244
EMP0006445,James Rodriguez,Operations,Operations Executive,27-11-2023,"East Brianbury, Gibraltar",3,1,Active,Remote,625096
EMP0006446,Lisa Gomez,IT,Software Engineer,03-06-2020,"Lake Taylor, Burundi",4,5,Terminated,On-site,782176
EMP0006447,William Robinson,Operations,Logistics Coordinator,19-04-2021,"New Christophermouth, Bolivia",5,4,Active,On-site,624876
EMP0006448,Samantha Conner,Operations,Operations Executive,23-01-2019,"Tammymouth, Holy See (Vatican City State)",4,6,Active,On-site,1012936
EMP0006449,Alexander Wagner,R&D,Research Scientist,08-01-2019,"Laurenburgh, Egypt",2,6,Active,Remote,1071545
EMP0006450,Robert Bell,IT,Software Engineer,18-09-2023,"Lake Michael, Iraq",2,1,Resigned,Remote,965485
EMP0006451,Dale Greene,Finance,Accountant,18-02-2025,"East Jamesfort, Oman",4,0,Terminated,Remote,766576
EMP0006452,Gina Raymond,Finance,Financial Analyst,09-03-2022,"Lawsonbury, Swaziland",2,3,Resigned,Remote,979071
EMP0006453,Albert Cox,Marketing,Marketing Executive,07-08-2025,"Youngshire, Zambia",3,0,Active,On-site,402900
EMP0006454,Melvin Hess,Finance,Accountant,06-09-2021,"South Vanessaside, Lithuania",2,3,Active,Remote,874143
